Time,Distance[km],Battery SOC[%],Motor RPS,Motor RPM,Speed[km/h],Motor Torque,SOC Voltage[V],Electric_consumption_current[A],Electirc Power[W],Motor Power[W]
16050,238.861014,30.4883245,11.7823577,0.196372629,0.189678753,0.00144783736,325.097665,0.922136799,0.0168258693,0.00178640778
16051,238.861066,30.4881075,11.7776463,0.196294105,0.189602906,0.00144723888,325.097621,0.922136925,0.0168130314,0.00178495531
16052,238.861119,30.4878904,11.7729367,0.196215612,0.189527089,0.00144664066,325.097578,0.922137052,0.016800203,0.00178350403
16053,238.861172,30.4876733,11.7682291,0.196137151,0.189451302,0.00144604269,325.097535,0.922137179,0.0167873843,0.00178205394
16054,238.861224,30.4874562,11.7635233,0.196058721,0.189375546,0.00144544498,325.097491,0.922137305,0.0167745751,0.00178060504
16055,238.861277,30.4872391,11.7588194,0.195980323,0.18929982,0.00144484752,325.097448,0.922137432,0.0167617755,0.00177915732
16056,238.861329,30.487022,11.7541173,0.195901955,0.189224124,0.00144425031,325.097404,0.922137559,0.0167489855,0.00177771079
16057,238.861382,30.4868049,11.7494172,0.19582362,0.189148458,0.00144365336,325.097361,0.922137685,0.016736205,0.00177626545
16058,238.861434,30.4865878,11.7447189,0.195745315,0.189072823,0.00144305666,325.097318,0.922137812,0.0167234341,0.00177482129
16059,238.861487,30.4863708,11.7400225,0.195667042,0.188997218,0.00144246022,325.097274,0.922137939,0.0167106727,0.00177337832
16060,238.861539,30.4861537,11.735328,0.1955888,0.188921643,0.00144186403,325.097231,0.922138065,0.0166979208,0.00177193652
16061,238.861592,30.4859366,11.7306354,0.19551059,0.188846099,0.0014412681,325.097187,0.922138192,0.0166851785,0.00177049591
16062,238.861644,30.4857195,11.7259446,0.19543241,0.188770584,0.00144067242,325.097144,0.922138319,0.0166724457,0.00176905648
16063,238.861697,30.4855024,11.7212557,0.195354262,0.1886951,0.00144007699,325.0971,0.922138446,0.0166597224,0.00176761823
16064,238.861749,30.4852853,11.7165687,0.195276146,0.188619646,0.00143948182,325.097057,0.922138572,0.0166470086,0.00176618116
16065,238.861802,30.4850682,11.7118836,0.19519806,0.188544223,0.0014388869,325.097014,0.922138699,0.0166343043,0.00176474526
16066,238.861854,30.4848511,11.7072003,0.195120006,0.188468829,0.00143829223,325.09697,0.922138826,0.0166216095,0.00176331054
16067,238.861906,30.4846341,11.702519,0.195041983,0.188393465,0.00143769782,325.096927,0.922138952,0.0166089241,0.001761877
16068,238.861959,30.484417,11.6978394,0.194963991,0.188318132,0.00143710366,325.096883,0.922139079,0.0165962483,0.00176044463
16069,238.862011,30.4841999,11.6931618,0.19488603,0.188242829,0.00143650975,325.09684,0.922139206,0.0165835819,0.00175901343
16070,238.862063,30.4839828,11.688486,0.1948081,0.188167556,0.0014359161,325.096797,0.922139332,0.016570925,0.00175758341
16071,238.862115,30.4837657,11.6838121,0.194730202,0.188092313,0.0014353227,325.096753,0.922139459,0.0165582775,0.00175615456
16072,238.862168,30.4835486,11.6791401,0.194652335,0.1880171,0.00143472955,325.09671,0.922139586,0.0165456395,0.00175472688
16073,238.86222,30.4833315,11.6744699,0.194574499,0.187941917,0.00143413665,325.096666,0.922139712,0.016533011,0.00175330037
16074,238.862272,30.4831144,11.6698016,0.194496694,0.187866764,0.00143354401,325.096623,0.922139839,0.0165203918,0.00175187503
16075,238.862324,30.4828973,11.6651352,0.19441892,0.187791641,0.00143295162,325.096579,0.922139966,0.0165077822,0.00175045085
16076,238.862376,30.4826803,11.6604706,0.194341177,0.187716549,0.00143235948,325.096536,0.922140093,0.0164951819,0.00174902784
16077,238.862429,30.4824632,11.6558079,0.194263465,0.187641486,0.00143176759,325.096493,0.922140219,0.016482591,0.001747606
16078,238.862481,30.4822461,11.6511471,0.194185785,0.187566453,0.00143117595,325.096449,0.922140346,0.0164700096,0.00174618532
16079,238.862533,30.482029,11.6464881,0.194108135,0.187491451,0.00143058457,325.096406,0.922140473,0.0164574375,0.00174476581
16080,238.862585,30.4818119,11.641831,0.194030517,0.187416478,0.00142999344,325.096362,0.922140599,0.0164448749,0.00174334746
16081,238.862637,30.4815948,11.6371758,0.193952929,0.187341535,0.00142940256,325.096319,0.922140726,0.0164323216,0.00174193027
16082,238.862689,30.4813777,11.6325224,0.193875373,0.187266623,0.00142881193,325.096276,0.922140853,0.0164197777,0.00174051425
16083,238.862741,30.4811606,11.6278708,0.193797847,0.18719174,0.00142822155,325.096232,0.922140979,0.0164072432,0.00173909938
16084,238.862793,30.4809436,11.6232212,0.193720353,0.187116887,0.00142763143,325.096189,0.922141106,0.0163947181,0.00173768567
16085,238.862845,30.4807265,11.6185734,0.19364289,0.187042064,0.00142704155,325.096145,0.922141233,0.0163822023,0.00173627312
16086,238.862897,30.4805094,11.6139274,0.193565457,0.186967271,0.00142645193,325.096102,0.922141359,0.0163696959,0.00173486173
16087,238.862949,30.4802923,11.6092833,0.193488056,0.186892508,0.00142586256,325.096058,0.922141486,0.0163571988,0.00173345149
16088,238.863001,30.4800752,11.6046411,0.193410685,0.186817775,0.00142527344,325.096015,0.922141613,0.0163447111,0.00173204241
16089,238.863053,30.4798581,11.6000007,0.193333346,0.186743072,0.00142468456,325.095972,0.92214174,0.0163322327,0.00173063449
16090,238.863104,30.479641,11.5953622,0.193256037,0.186668398,0.00142409594,325.095928,0.922141866,0.0163197636,0.00172922771
16091,238.863156,30.4794239,11.5907255,0.193178759,0.186593755,0.00142350757,325.095885,0.922141993,0.0163073039,0.00172782209
16092,238.863208,30.4792068,11.5860907,0.193101512,0.186519141,0.00142291945,325.095841,0.92214212,0.0162948534,0.00172641762
16093,238.86326,30.4789898,11.5814578,0.193024296,0.186444557,0.00142233159,325.095798,0.922142246,0.0162824123,0.0017250143
16094,238.863312,30.4787727,11.5768267,0.192947111,0.186370003,0.00142174397,325.095755,0.922142373,0.0162699805,0.00172361213
16095,238.863363,30.4785556,11.5721974,0.192869957,0.186295479,0.0014211566,325.095711,0.9221425,0.016257558,0.00172221111
16096,238.863415,30.4783385,11.56757,0.192792834,0.186220985,0.00142056948,325.095668,0.922142626,0.0162451447,0.00172081124
16097,238.863467,30.4781214,11.5629445,0.192715741,0.18614652,0.00141998261,325.095624,0.922142753,0.0162327407,0.00171941251
16098,238.863519,30.4779043,11.5583208,0.192638679,0.186072085,0.00141939599,325.095581,0.92214288,0.0162203461,0.00171801493
16099,238.86357,30.4776872,11.5536989,0.192561648,0.18599768,0.00141880962,325.095537,0.922143006,0.0162079606,0.0017166185
16100,238.863622,30.4774701,11.5490789,0.192484648,0.185923305,0.0014182235,325.095494,0.922143133,0.0161955845,0.0017152232
16101,238.863674,30.477253,11.5444607,0.192407679,0.185848959,0.00141763763,325.095451,0.92214326,0.0161832176,0.00171382905
16102,238.863725,30.477036,11.5398444,0.19233074,0.185774643,0.00141705201,325.095407,0.922143387,0.0161708599,0.00171243605
16103,238.863777,30.4768189,11.53523,0.192253833,0.185700357,0.00141646663,325.095364,0.922143513,0.0161585115,0.00171104418
16104,238.863828,30.4766018,11.5306173,0.192176956,0.1856261,0.00141588151,325.09532,0.92214364,0.0161461723,0.00170965345
16105,238.86388,30.4763847,11.5260066,0.192100109,0.185551874,0.00141529664,325.095277,0.922143767,0.0161338423,0.00170826387
16106,238.863931,30.4761676,11.5213976,0.192023294,0.185477677,0.00141471201,325.095234,0.922143893,0.0161215216,0.00170687542
16107,238.863983,30.4759505,11.5167905,0.191946509,0.185403509,0.00141412763,325.09519,0.92214402,0.01610921,0.00170548811
16108,238.864034,30.4757334,11.5121853,0.191869755,0.185329371,0.0014135435,325.095147,0.922144147,0.0160969077,0.00170410193
16109,238.864086,30.4755163,11.5075819,0.191793031,0.185255263,0.00141295962,325.095103,0.922144273,0.0160846146,0.00170271689
16110,238.864137,30.4752992,11.5029803,0.191716339,0.185181185,0.00141237599,325.09506,0.9221444,0.0160723307,0.00170133298
16111,238.864189,30.4750822,11.4983806,0.191639677,0.185107136,0.00141179261,325.095016,0.922144527,0.0160600559,0.00169995021
16112,238.86424,30.4748651,11.4937827,0.191563045,0.185033117,0.00141120947,325.094973,0.922144653,0.0160477904,0.00169856857
16113,238.864292,30.474648,11.4891867,0.191486444,0.184959127,0.00141062659,325.09493,0.92214478,0.016035534,0.00169718806
16114,238.864343,30.4744309,11.4845925,0.191409874,0.184885167,0.00141004395,325.094886,0.922144907,0.0160232867,0.00169580868
16115,238.864394,30.4742138,11.4800001,0.191333335,0.184811237,0.00140946156,325.094843,0.922145034,0.0160110487,0.00169443044
16116,238.864446,30.4739967,11.4754095,0.191256826,0.184737336,0.00140887941,325.094799,0.92214516,0.0159988198,0.00169305332
16117,238.864497,30.4737796,11.4708208,0.191180347,0.184663464,0.00140829752,325.094756,0.922145287,0.0159866,0.00169167733
16118,238.864548,30.4735625,11.466234,0.1911039,0.184589622,0.00140771587,325.094713,0.922145414,0.0159743894,0.00169030246
16119,238.864599,30.4733454,11.4616489,0.191027482,0.18451581,0.00140713447,325.094669,0.92214554,0.0159621879,0.00168892872
16120,238.864651,30.4731284,11.4570658,0.190951096,0.184442027,0.00140655331,325.094626,0.922145667,0.0159499955,0.00168755611
16121,238.864702,30.4729113,11.4524844,0.19087474,0.184368274,0.00140597241,325.094582,0.922145794,0.0159378123,0.00168618462
16122,238.864753,30.4726942,11.4479049,0.190798414,0.18429455,0.00140539175,325.094539,0.92214592,0.0159256382,0.00168481425
16123,238.864804,30.4724771,11.4433272,0.190722119,0.184220856,0.00140481133,325.094495,0.922146047,0.0159134731,0.00168344501
16124,238.864855,30.47226,11.4387513,0.190645855,0.184147191,0.00140423117,325.094452,0.922146174,0.0159013172,0.00168207689
16125,238.864907,30.4720429,11.4341772,0.190569621,0.184073556,0.00140365125,325.094409,0.9221463,0.0158891704,0.00168070988
16126,238.864958,30.4718258,11.429605,0.190493417,0.18399995,0.00140307158,325.094365,0.922146427,0.0158770326,0.001679344
16127,238.865009,30.4716087,11.4250346,0.190417244,0.183926373,0.00140249215,325.094322,0.922146554,0.015864904,0.00167797924
16128,238.86506,30.4713916,11.4204661,0.190341101,0.183852826,0.00140191297,325.094278,0.922146681,0.0158527844,0.00167661559
16129,238.865111,30.4711746,11.4158994,0.190264989,0.183779308,0.00140133404,325.094235,0.922146807,0.0158406739,0.00167525306
16130,238.865162,30.4709575,11.4113344,0.190188907,0.18370582,0.00140075535,325.094191,0.922146934,0.0158285724,0.00167389165
16131,238.865213,30.4707404,11.4067714,0.190112856,0.183632361,0.00140017691,325.094148,0.922147061,0.01581648,0.00167253135
16132,238.865264,30.4705233,11.4022101,0.190036835,0.183558932,0.00139959871,325.094105,0.922147187,0.0158043966,0.00167117216
16133,238.865315,30.4703062,11.3976507,0.189960845,0.183485531,0.00139902076,325.094061,0.922147314,0.0157923223,0.00166981409
16134,238.865366,30.4700891,11.3930931,0.189884885,0.183412161,0.00139844306,325.094018,0.922147441,0.015780257,0.00166845713
16135,238.865417,30.469872,11.3885373,0.189808955,0.183338819,0.0013978656,325.093974,0.922147567,0.0157682008,0.00166710128
16136,238.865468,30.4696549,11.3839833,0.189733056,0.183265507,0.00139728839,325.093931,0.922147694,0.0157561536,0.00166574654
16137,238.865519,30.4694378,11.3794312,0.189657186,0.183192224,0.00139671142,325.093888,0.922147821,0.0157441153,0.00166439291
16138,238.86557,30.4692207,11.3748809,0.189581348,0.183118971,0.0013961347,325.093844,0.922147947,0.0157320861,0.00166304039
16139,238.86562,30.4690037,11.3703324,0.189505539,0.183045746,0.00139555822,325.093801,0.922148074,0.0157200659,0.00166168897
16140,238.865671,30.4687866,11.3657857,0.189429761,0.182972551,0.00139498199,325.093757,0.922148201,0.0157080547,0.00166033867
16141,238.865722,30.4685695,11.3612408,0.189354014,0.182899386,0.00139440601,325.093714,0.922148328,0.0156960525,0.00165898946
16142,238.865773,30.4683524,11.3566978,0.189278296,0.182826249,0.00139383026,325.09367,0.922148454,0.0156840592,0.00165764137
16143,238.865824,30.4681353,11.3521565,0.189202609,0.182753142,0.00139325477,325.093627,0.922148581,0.015672075,0.00165629437
16144,238.865874,30.4679182,11.3476171,0.189126952,0.182680064,0.00139267951,325.093584,0.922148708,0.0156600997,0.00165494848
16145,238.865925,30.4677011,11.3430795,0.189051325,0.182607015,0.00139210451,325.09354,0.922148834,0.0156481333,0.0016536037
16146,238.865976,30.467484,11.3385437,0.188975729,0.182533996,0.00139152974,325.093497,0.922148961,0.015636176,0.00165226001
16147,238.866027,30.4672669,11.3340098,0.188900163,0.182461006,0.00139095522,325.093453,0.922149088,0.0156242275,0.00165091742
16148,238.866077,30.4670499,11.3294776,0.188824627,0.182388044,0.00139038095,325.09341,0.922149214,0.015612288,0.00164957593
16149,238.866128,30.4668328,11.3249473,0.188749121,0.182315113,0.00138980692,325.093367,0.922149341,0.0156003575,0.00164823554
16150,238.866179,30.4666157,11.3204187,0.188673645,0.18224221,0.00138923313,325.093323,0.922149468,0.0155884359,0.00164689625
16151,238.866229,30.4663986,11.315892,0.1885982,0.182169336,0.00138865959,325.09328,0.922149595,0.0155765232,0.00164555806
16152,238.86628,30.4661815,11.3113671,0.188522785,0.182096492,0.00138808629,325.093236,0.922149721,0.0155646194,0.00164422096
16153,238.86633,30.4659644,11.306844,0.1884474,0.182023676,0.00138751323,325.093193,0.922149848,0.0155527245,0.00164288495
16154,238.866381,30.4657473,11.3023227,0.188372045,0.18195089,0.00138694042,325.093149,0.922149975,0.0155408386,0.00164155004
16155,238.866431,30.4655302,11.2978032,0.18829672,0.181878133,0.00138636785,325.093106,0.922150101,0.0155289615,0.00164021622
16156,238.866482,30.4653131,11.2932855,0.188221425,0.181805405,0.00138579553,325.093063,0.922150228,0.0155170933,0.00163888349
16157,238.866532,30.465096,11.2887696,0.188146161,0.181732706,0.00138522344,325.093019,0.922150355,0.015505234,0.00163755186
16158,238.866583,30.464879,11.2842556,0.188070926,0.181660036,0.00138465161,325.092976,0.922150481,0.0154933836,0.00163622131
16159,238.866633,30.4646619,11.2797433,0.187995722,0.181587395,0.00138408001,325.092932,0.922150608,0.0154815421,0.00163489186
16160,238.866684,30.4644448,11.2752328,0.187920547,0.181514783,0.00138350866,325.092889,0.922150735,0.0154697094,0.00163356349
16161,238.866734,30.4642277,11.2707242,0.187845403,0.1814422,0.00138293755,325.092846,0.922150861,0.0154578856,0.00163223621
16162,238.866785,30.4640106,11.2662173,0.187770289,0.181369647,0.00138236668,325.092802,0.922150988,0.0154460706,0.00163091002
16163,238.866835,30.4637935,11.2617123,0.187695205,0.181297122,0.00138179605,325.092759,0.922151115,0.0154342645,0.00162958491
16164,238.866885,30.4635764,11.257209,0.187620151,0.181224626,0.00138122567,325.092715,0.922151242,0.0154224672,0.00162826088
16165,238.866936,30.4633593,11.2527076,0.187545127,0.181152159,0.00138065553,325.092672,0.922151368,0.0154106788,0.00162693794
16166,238.866986,30.4631422,11.2482079,0.187470132,0.181079722,0.00138008563,325.092628,0.922151495,0.0153988991,0.00162561609
16167,238.867036,30.4629251,11.2437101,0.187395168,0.181007313,0.00137951598,325.092585,0.922151622,0.0153871283,0.00162429531
16168,238.867086,30.4627081,11.239214,0.187320234,0.180934933,0.00137894656,325.092542,0.922151748,0.0153753664,0.00162297562
16169,238.867137,30.462491,11.2347198,0.18724533,0.180862582,0.00137837739,325.092498,0.922151875,0.0153636132,0.00162165701
16170,238.867187,30.4622739,11.2302273,0.187170456,0.18079026,0.00137780846,325.092455,0.922152002,0.0153518688,0.00162033948
16171,238.867237,30.4620568,11.2257367,0.187095611,0.180717967,0.00137723977,325.092411,0.922152128,0.0153401332,0.00161902302
16172,238.867287,30.4618397,11.2212478,0.187020797,0.180645703,0.00137667132,325.092368,0.922152255,0.0153284064,0.00161770764
16173,238.867338,30.4616226,11.2167607,0.186946012,0.180573468,0.00137610312,325.092325,0.922152382,0.0153166884,0.00161639334
16174,238.867388,30.4614055,11.2122755,0.186871258,0.180501261,0.00137553515,325.092281,0.922152509,0.0153049792,0.00161508012
16175,238.867438,30.4611884,11.207792,0.186796533,0.180429084,0.00137496743,325.092238,0.922152635,0.0152932787,0.00161376797
16176,238.867488,30.4609713,11.2033103,0.186721838,0.180356935,0.00137439995,325.092194,0.922152762,0.015281587,0.00161245689
16177,238.867538,30.4607542,11.1988304,0.186647173,0.180284815,0.00137383271,325.092151,0.922152889,0.0152699041,0.00161114689
16178,238.867588,30.4605372,11.1943523,0.186572538,0.180212724,0.00137326571,325.092107,0.922153015,0.0152582299,0.00160983796
16179,238.867638,30.4603201,11.189876,0.186497933,0.180140662,0.00137269895,325.092064,0.922153142,0.0152465644,0.0016085301
16180,238.867688,30.460103,11.1854015,0.186423358,0.180068629,0.00137213243,325.092021,0.922153269,0.0152349077,0.00160722331
16181,238.867738,30.4598859,11.1809287,0.186348812,0.179996624,0.00137156615,325.091977,0.922153395,0.0152232597,0.0016059176
16182,238.867788,30.4596688,11.1764578,0.186274296,0.179924649,0.00137100012,325.091934,0.922153522,0.0152116205,0.00160461295
16183,238.867838,30.4594517,11.1719886,0.18619981,0.179852702,0.00137043432,325.09189,0.922153649,0.0151999899,0.00160330936
16184,238.867888,30.4592346,11.1675212,0.186125354,0.179780784,0.00136986876,325.091847,0.922153776,0.0151883681,0.00160200685
16185,238.867938,30.4590175,11.1630557,0.186050928,0.179708894,0.00136930345,325.091804,0.922153902,0.015176755,0.0016007054
16186,238.867988,30.4588004,11.1585919,0.185976531,0.179637034,0.00136873837,325.09176,0.922154029,0.0151651505,0.00159940502
16187,238.868038,30.4585833,11.1541298,0.185902164,0.179565202,0.00136817354,325.091717,0.922154156,0.0151535548,0.0015981057
16188,238.868088,30.4583662,11.1496696,0.185827827,0.179493398,0.00136760894,325.091673,0.922154282,0.0151419678,0.00159680744
16189,238.868138,30.4581492,11.1452112,0.185753519,0.179421624,0.00136704458,325.09163,0.922154409,0.0151303894,0.00159551025
16190,238.868187,30.4579321,11.1407545,0.185679242,0.179349878,0.00136648047,325.091586,0.922154536,0.0151188197,0.00159421412
16191,238.868237,30.457715,11.1362996,0.185604994,0.179278161,0.00136591659,325.091543,0.922154662,0.0151072587,0.00159291904
16192,238.868287,30.4574979,11.1318465,0.185530775,0.179206473,0.00136535295,325.0915,0.922154789,0.0150957063,0.00159162503
16193,238.868337,30.4572808,11.1273952,0.185456587,0.179134813,0.00136478955,325.091456,0.922154916,0.0150841626,0.00159033208
16194,238.868386,30.4570637,11.1229457,0.185382428,0.179063182,0.00136422639,325.091413,0.922155043,0.0150726276,0.00158904019
16195,238.868436,30.4568466,11.1184979,0.185308298,0.178991579,0.00136366347,325.091369,0.922155169,0.0150611011,0.00158774935
16196,238.868486,30.4566295,11.1140519,0.185234199,0.178920005,0.00136310079,325.091326,0.922155296,0.0150495834,0.00158645957
16197,238.868536,30.4564124,11.1096077,0.185160129,0.17884846,0.00136253835,325.091282,0.922155423,0.0150380742,0.00158517085
16198,238.868585,30.4561953,11.1051653,0.185086088,0.178776944,0.00136197615,325.091239,0.922155549,0.0150265737,0.00158388318
16199,238.868635,30.4559782,11.1007246,0.185012077,0.178705456,0.00136141418,325.091196,0.922155676,0.0150150818,0.00158259656
16200,238.868685,30.4557612,11.0962858,0.184938096,0.178633996,0.00136085245,325.091152,0.922155803,0.0150035985,0.001581311
16201,238.868734,30.4555441,11.0918487,0.184864144,0.178562565,0.00136029097,325.091109,0.922155929,0.0149921238,0.00158002649
16202,238.868784,30.455327,11.0874133,0.184790222,0.178491163,0.00135972972,325.091065,0.922156056,0.0149806577,0.00157874303
16203,238.868833,30.4551099,11.0829798,0.18471633,0.178419789,0.00135916871,325.091022,0.922156183,0.0149692002,0.00157746062
16204,238.868883,30.4548928,11.078548,0.184642467,0.178348444,0.00135860793,325.090979,0.92215631,0.0149577513,0.00157617926
16205,238.868932,30.4546757,11.074118,0.184568633,0.178277128,0.0013580474,325.090935,0.922156436,0.014946311,0.00157489895
16206,238.868982,30.4544586,11.0696898,0.184494829,0.178205839,0.0013574871,325.090892,0.922156563,0.0149348792,0.00157361968
16207,238.869031,30.4542415,11.0652633,0.184421055,0.17813458,0.00135692704,325.090848,0.92215669,0.014923456,0.00157234147
16208,238.869081,30.4540244,11.0608386,0.18434731,0.178063349,0.00135636722,325.090805,0.922156816,0.0149120414,0.0015710643
16209,238.86913,30.4538073,11.0564157,0.184273594,0.177992146,0.00135580764,325.090761,0.922156943,0.0149006353,0.00156978817
16210,238.86918,30.4535902,11.0519945,0.184199909,0.177920972,0.00135524829,325.090718,0.92215707,0.0148892378,0.00156851309
16211,238.869229,30.4533732,11.0475751,0.184126252,0.177849826,0.00135468918,325.090675,0.922157196,0.0148778488,0.00156723905
16212,238.869279,30.4531561,11.0431575,0.184052625,0.177778709,0.00135413031,325.090631,0.922157323,0.0148664683,0.00156596605
16213,238.869328,30.452939,11.0387416,0.183979027,0.17770762,0.00135357168,325.090588,0.92215745,0.0148550964,0.0015646941
16214,238.869377,30.4527219,11.0343276,0.183905459,0.17763656,0.00135301328,325.090544,0.922157577,0.014843733,0.00156342319
16215,238.869427,30.4525048,11.0299152,0.18383192,0.177565528,0.00135245512,325.090501,0.922157703,0.0148323781,0.00156215332
16216,238.869476,30.4522877,11.0255047,0.183758411,0.177494524,0.0013518972,325.090458,0.92215783,0.0148210318,0.00156088448
16217,238.869525,30.4520706,11.0210959,0.183684931,0.177423549,0.00135133951,325.090414,0.922157957,0.0148096939,0.00155961669
16218,238.869574,30.4518535,11.0166888,0.183611481,0.177352602,0.00135078206,325.090371,0.922158083,0.0147983645,0.00155834993
16219,238.869624,30.4516364,11.0122836,0.183538059,0.177281684,0.00135022485,325.090327,0.92215821,0.0147870437,0.00155708421
16220,238.869673,30.4514193,11.0078801,0.183464668,0.177210794,0.00134966787,325.090284,0.922158337,0.0147757313,0.00155581952
16221,238.869722,30.4512022,11.0034783,0.183391305,0.177139932,0.00134911113,325.09024,0.922158463,0.0147644274,0.00155455587
16222,238.869771,30.4509852,10.9990783,0.183317972,0.177069098,0.00134855462,325.090197,0.92215859,0.014753132,0.00155329325
16223,238.869821,30.4507681,10.9946801,0.183244668,0.176998293,0.00134799836,325.090154,0.922158717,0.014741845,0.00155203167
16224,238.86987,30.450551,10.9902836,0.183171394,0.176927517,0.00134744232,325.09011,0.922158844,0.0147305665,0.00155077111
16225,238.869919,30.4503339,10.9858889,0.183098148,0.176856768,0.00134688653,325.090067,0.92215897,0.0147192965,0.00154951159
16226,238.869968,30.4501168,10.9814959,0.183024932,0.176786048,0.00134633097,325.090023,0.922159097,0.0147080349,0.0015482531
16227,238.870017,30.4498997,10.9771047,0.182951746,0.176715356,0.00134577564,325.08998,0.922159224,0.0146967817,0.00154699564
16228,238.870066,30.4496826,10.9727153,0.182878588,0.176644692,0.00134522055,325.089937,0.92215935,0.014685537,0.00154573921
16229,238.870115,30.4494655,10.9683276,0.18280546,0.176574057,0.0013446657,325.089893,0.922159477,0.0146743007,0.00154448381
16230,238.870164,30.4492484,10.9639417,0.182732361,0.17650345,0.00134411108,325.08985,0.922159604,0.0146630729,0.00154322943
16231,238.870213,30.4490313,10.9595575,0.182659292,0.176432871,0.0013435567,325.089806,0.92215973,0.0146518534,0.00154197608
16232,238.870262,30.4488142,10.9551751,0.182586251,0.17636232,0.00134300255,325.089763,0.922159857,0.0146406424,0.00154072376
16233,238.870311,30.4485971,10.9507944,0.18251324,0.176291798,0.00134244864,325.089719,0.922159984,0.0146294398,0.00153947245
16234,238.87036,30.4483801,10.9464155,0.182440258,0.176221304,0.00134189496,325.089676,0.922160111,0.0146182456,0.00153822218
16235,238.870409,30.448163,10.9420383,0.182367305,0.176150838,0.00134134152,325.089633,0.922160237,0.0146070597,0.00153697292
16236,238.870458,30.4479459,10.9376629,0.182294381,0.1760804,0.00134078831,325.089589,0.922160364,0.0145958823,0.00153572469
16237,238.870507,30.4477288,10.9332892,0.182221487,0.17600999,0.00134023534,325.089546,0.922160491,0.0145847133,0.00153447748
16238,238.870556,30.4475117,10.9289173,0.182148621,0.175939608,0.0013396826,325.089502,0.922160617,0.0145735526,0.00153323129
16239,238.870605,30.4472946,10.9245471,0.182075785,0.175869255,0.0013391301,325.089459,0.922160744,0.0145624003,0.00153198612
16240,238.870654,30.4470775,10.9201787,0.182002978,0.17579893,0.00133857783,325.089416,0.922160871,0.0145512563,0.00153074197
16241,238.870702,30.4468604,10.915812,0.1819302,0.175728632,0.00133802579,325.089372,0.922160998,0.0145401208,0.00152949884
16242,238.870751,30.4466433,10.9114471,0.181857451,0.175658363,0.00133747399,325.089329,0.922161124,0.0145289935,0.00152825672
16243,238.8708,30.4464262,10.9070839,0.181784731,0.175588122,0.00133692242,325.089285,0.922161251,0.0145178746,0.00152701562
16244,238.870849,30.4462091,10.9027224,0.181712041,0.175517909,0.00133637109,325.089242,0.922161378,0.0145067641,0.00152577553
16245,238.870897,30.445992,10.8983627,0.181639379,0.175447725,0.00133581999,325.089198,0.922161504,0.0144956619,0.00152453646
16246,238.870946,30.445775,10.8940048,0.181566746,0.175377568,0.00133526913,325.089155,0.922161631,0.014484568,0.0015232984
16247,238.870995,30.4455579,10.8896486,0.181494143,0.175307439,0.00133471849,325.089112,0.922161758,0.0144734824,0.00152206136
16248,238.871044,30.4453408,10.8852941,0.181421568,0.175237339,0.0013341681,325.089068,0.922161884,0.0144624052,0.00152082533
16249,238.871092,30.4451237,10.8809414,0.181349023,0.175167266,0.00133361793,325.089025,0.922162011,0.0144513362,0.0015195903
16250,238.871141,30.4449066,10.8765904,0.181276506,0.175097221,0.001333068,325.088981,0.922162138,0.0144402756,0.00151835629
16251,238.87119,30.4446895,10.8722411,0.181204019,0.175027205,0.0013325183,325.088938,0.922162265,0.0144292233,0.00151712329
16252,238.871238,30.4444724,10.8678936,0.18113156,0.174957216,0.00133196883,325.088894,0.922162391,0.0144181792,0.0015158913
16253,238.871287,30.4442553,10.8635478,0.181059131,0.174887256,0.0013314196,325.088851,0.922162518,0.0144071435,0.00151466031
16254,238.871335,30.4440382,10.8592038,0.18098673,0.174817323,0.0013308706,325.088808,0.922162645,0.014396116,0.00151343033
16255,238.871384,30.4438211,10.8548615,0.180914358,0.174747418,0.00133032184,325.088764,0.922162771,0.0143850968,0.00151220136
16256,238.871432,30.443604,10.8505209,0.180842016,0.174677542,0.0013297733,325.088721,0.922162898,0.0143740858,0.00151097339
16257,238.871481,30.4433869,10.8461821,0.180769702,0.174607693,0.001329225,325.088677,0.922163025,0.0143630831,0.00150974643
16258,238.871529,30.4431699,10.841845,0.180697417,0.174537872,0.00132867693,325.088634,0.922163151,0.0143520887,0.00150852047
16259,238.871578,30.4429528,10.8375097,0.180625161,0.174468079,0.0013281291,325.088591,0.922163278,0.0143411025,0.00150729551
16260,238.871626,30.4427357,10.833176,0.180552934,0.174398314,0.00132758149,325.088547,0.922163405,0.0143301246,0.00150607156
16261,238.871675,30.4425186,10.8288441,0.180480736,0.174328577,0.00132703412,325.088504,0.922163532,0.0143191549,0.00150484861
16262,238.871723,30.4423015,10.824514,0.180408567,0.174258868,0.00132648698,325.08846,0.922163658,0.0143081934,0.00150362665
16263,238.871772,30.4420844,10.8201856,0.180336426,0.174189186,0.00132594007,325.088417,0.922163785,0.0142972402,0.0015024057
16264,238.87182,30.4418673,10.8158589,0.180264314,0.174119533,0.00132539339,325.088373,0.922163912,0.0142862951,0.00150118574
16265,238.871868,30.4416502,10.8115339,0.180192232,0.174049907,0.00132484695,325.08833,0.922164038,0.0142753583,0.00149996679
16266,238.871917,30.4414331,10.8072107,0.180120178,0.173980309,0.00132430074,325.088287,0.922164165,0.0142644297,0.00149874883
16267,238.871965,30.441216,10.8028892,0.180048153,0.173910739,0.00132375476,325.088243,0.922164292,0.0142535093,0.00149753186
