Time,Distance[km],Battery SOC[%],Motor RPS,Motor RPM,Speed[km/h],Motor Torque,SOC Voltage[V],Electric_consumption_current[A],Electirc Power[W],Motor Power[W]
0,0,100,0,0,0,0,381,0.787298526,0,0
1,0,99.9998147,0,0,0,0,380.999703,0.787299168,0,0
2,0,99.9996293,0,0,0,0,380.999407,0.787299809,0,0
3,0,99.999444,0,0,0,0,380.99911,0.787300451,0,0
4,0,99.9992587,0,0,0,0,380.998814,0.787301092,0,0
5,0,99.9990733,0,0,0,0,380.998517,0.787301734,0,0
6,0,99.998888,0,0,0,0,380.998221,0.787302375,0,0
7,0,99.9987027,0,0,0,0,380.997924,0.787303017,0,0
8,0,99.9985173,0,0,0,0,380.997628,0.787303658,0,0
9,0,99.998332,0,0,0,0,380.997331,0.7873043,0,0
10,0,99.9981467,0,0,0,0,380.997035,0.787304942,0,0
11,0,99.9979613,0,0,0,0,380.996738,0.787305583,0,0
12,0,99.997776,0,0,0,0,380.996442,0.787306225,0,0
13,0,99.9975906,0,0,0,0,380.996145,0.787306866,0,0
14,0,99.9974053,0,0,0,0,380.995848,0.787307508,0,0
15,0,99.99722,0,0,0,0,380.995552,0.787308149,0,0
16,0,99.9970346,0,0,0,0,380.995255,0.787308791,0,0
17,0,99.9968493,0,0,0,0,380.994959,0.787309433,0,0
18,0,99.996664,0,0,0,0,380.994662,0.787310074,0,0
19,0,99.9964786,0,0,0,0,380.994366,0.787310716,0,0
20,0.000539656162,99.9958106,266.374015,4.43956692,4.28823265,35.7741969,380.993297,0.787313028,1662.93727,997.907688
21,0.00238297212,99.9942064,557.212078,9.28686796,8.97030072,34.7963313,380.99073,0.787318582,2897.24268,2030.40464
22,0.00548622863,99.9920433,829.053597,13.81756,13.3465522,32.754223,380.987269,0.787326071,3610.07745,2843.66562
23,0.00983304906,99.9892028,1116.67673,18.6112788,17.9768646,35.2051673,380.982725,0.787335904,4802.15149,4116.82585
24,0.0154560778,99.9858444,1397.36786,23.2894643,22.4955819,34.3871748,380.977351,0.787347532,5597.72717,5031.94475
25,0.0222936877,99.9821287,1659.07285,27.6512141,26.70865,32.493911,380.971406,0.787360398,6123.49262,5645.41743
26,0.0298933892,99.98067,1721.79916,28.6966527,27.7184521,8.24639958,380.969072,0.787365449,1606.18688,1486.87851
27,0.0377549523,99.978975,1797.5321,29.9588683,28.9376417,12.7751886,380.96636,0.787371318,2601.33059,2404.76472
28,0.0462988578,99.9747002,2038.45902,33.974317,32.8162134,33.0415988,380.95952,0.787386122,7518.45092,7053.28863
29,0.0557040546,99.9719821,2154.84338,35.9140563,34.6898315,15.5403072,380.955171,0.787395535,3794.34638,3506.7429
30,0.0655087934,99.9698476,2227.82004,37.1303339,35.8646492,12.3469736,380.951756,0.787402927,3138.4237,2880.50905
31,0.075518407,99.9686377,2244.01263,37.4002106,36.1253264,5.74153587,380.94982,0.787407118,1490.66745,1349.2176
32,0.0854846996,99.9683298,2209.26515,36.8210859,35.5659427,0.153345644,380.949328,0.787408184,39.5635227,35.4770831
33,0.0952343563,99.9682195,2150.32586,35.8387643,34.6171061,-0.648512549,380.949151,0.787408566,-131.679325,-146.033092
34,0.104716203,99.9681165,2090.38672,34.8397787,33.6521736,-0.679028403,380.948986,0.787408923,-134.783226,-148.642567
35,0.113950383,99.9679766,2039.97707,33.9996178,32.8406517,-0.37202746,380.948763,0.787409407,-72.3775891,-79.4747006
36,0.12294072,99.9678747,1980.49313,33.0082189,31.8830472,-0.731185707,380.9486,0.78740976,-138.901722,-151.645543
37,0.131214741,99.9685428,1710.84518,28.5140863,27.5421089,-8.14383046,380.949669,0.787407446,-1350.64665,-1459.04287
38,0.138382522,99.9689333,1497.82385,24.9637309,24.1127767,-5.91701338,380.950293,0.787406094,-859.761391,-928.093885
39,0.145031564,99.9684213,1486.33058,24.7721764,23.9277518,3.51776379,380.949474,0.787407867,587.97325,547.533514
40,0.151732691,99.9675534,1513.18169,25.2196948,24.3600154,6.86857677,380.948085,0.787410873,1177.00685,1088.39478
41,0.158566346,99.9666317,1543.1399,25.7189984,24.8422989,6.90571267,380.946611,0.787414065,1206.41067,1115.94406
42,0.165570316,99.9654653,1590.99657,26.5166094,25.6127213,9.17827209,380.944745,0.787418105,1658.7141,1529.18063
43,0.172905637,99.9635271,1694.6176,28.2436267,27.2808687,15.9504808,380.941643,0.787424818,3066.65303,2830.57137
44,0.180892777,99.9602208,1884.97914,31.416319,30.3454114,26.1725537,380.936353,0.787436271,5549.62796,5166.31955
45,0.189768482,99.9564133,2084.63603,34.7439339,33.5595958,26.4813918,380.930261,0.78744946,6179.02651,5780.95601
46,0.199464284,99.9528214,2248.48318,37.4747197,36.1972957,22.3332418,380.924514,0.787461903,5637.58511,5258.5987
47,0.209621801,99.9512668,2282.93582,38.0489304,36.7519328,6.91567582,380.922027,0.78746729,1825.40429,1653.32011
48,0.219802637,99.9505989,2267.11608,37.785268,36.4972581,2.46518167,380.920958,0.787469603,652.242842,585.263319
49,0.229914305,99.9498531,2256.10215,37.6017025,36.31995,3.55125895,380.919765,0.787472187,932.076359,839.014989
50,0.239743934,99.9499981,2133.59941,35.5599902,34.3478347,-2.98007015,380.919997,0.787471685,-603.569181,-665.837097
51,0.248790855,99.9505562,1908.41116,31.8068526,30.7226327,-6.40378248,380.92089,0.787469751,-1179.87996,-1279.78536
52,0.256892671,99.9509337,1716.7539,28.612565,27.6372307,-5.16600726,380.921494,0.787468443,-862.982158,-928.734701
53,0.264267483,99.9510759,1584.10846,26.4018076,25.5018328,-3.22778318,380.921721,0.787467951,-499.28559,-535.44872
54,0.271318346,99.9505393,1576.2358,26.2705967,25.3750945,3.62915394,380.920863,0.78746981,642.917479,599.039135
55,0.278712294,99.9477237,1746.26963,29.1044939,28.112391,24.8684076,380.916358,0.787479565,4911.27956,4547.65906
56,0.286981775,99.9440628,1953.85649,32.5642749,31.4542362,27.3818788,380.9105,0.787492249,6001.42679,5602.5343
57,0.296133278,99.9403941,2136.64661,35.6107768,34.3968901,24.3550799,380.904631,0.787504961,5832.40935,5449.42743
58,0.306053351,99.9367449,2298.41807,38.3069679,37.0011745,22.4206373,380.898792,0.787517606,5783.3489,5396.41822
59,0.3165795,99.9338292,2404.43206,40.0738677,38.7078449,15.9793158,380.894127,0.78752771,4360.84375,4023.45649
60,0.327445824,99.9319006,2450.56142,40.8426904,39.4504603,9.43261862,380.891041,0.787534394,2669.31951,2420.61927
61,0.338475378,99.9302196,2481.53658,41.358943,39.949115,8.3857613,380.888351,0.78754022,2411.55437,2179.17343
62,0.349602965,99.9288836,2493.58703,41.5597838,40.1431096,6.19800758,380.886214,0.78754485,1803.75202,1618.47223
63,0.360685317,99.9284779,2458.84443,40.9807405,39.5838046,0.604758104,380.885565,0.787546256,176.362636,155.718914
64,0.371646068,99.9276588,2445.76285,40.7627141,39.3732102,3.89607366,380.884254,0.787549095,1118.3386,997.861164
65,0.382615259,99.9262596,2462.6197,41.0436617,39.6445809,7.24424453,380.882015,0.787553944,2073.73777,1868.18151
66,0.393654107,99.9249597,2473.63554,41.2272591,39.8219199,6.15986188,380.879936,0.78755845,1777.56205,1595.64143
67,0.404701737,99.9240267,2465.72721,41.0954534,39.6946072,3.93400707,380.878443,0.787561683,1139.08413,1015.80134
68,0.415705708,99.9231405,2455.74956,40.9291593,39.5339817,3.91502945,380.877025,0.787564755,1128.68602,1006.81048
69,0.426683226,99.9220843,2454.7167,40.911945,39.5173542,5.01847931,380.875335,0.787568416,1441.33024,1290.0369
70,0.437751103,99.9201322,2499.44244,41.657374,40.2373732,10.6306566,380.872212,0.787575183,3061.06882,2782.47869
71,0.449039717,99.9180268,2549.33979,42.4889965,41.0406477,10.7274212,380.868843,0.787582481,3152.18354,2863.8593
72,0.4604788,99.916591,2563.45868,42.7243113,41.2679412,6.33375607,380.866546,0.787587458,1897.61264,1700.26366
73,0.471891773,99.9159671,2537.66202,42.2943669,40.8526526,1.86176303,380.865547,0.787589621,559.963019,494.751134
74,0.483135829,99.9157713,2489.60904,41.4934839,40.0790698,-0.134021339,380.865234,0.7875903,-30.7629868,-34.9408705
75,0.494267232,99.914591,2493.61101,41.5601836,40.1434958,6.19781147,380.863346,0.787594391,1803.71456,1618.43658
76,0.505495016,99.9127532,2530.4257,42.1737617,40.7361585,9.58511272,380.860405,0.787600762,2803.66416,2539.91646
77,0.516936198,99.9104543,2588.23183,43.1371972,41.6667528,11.9092192,380.856727,0.787608732,3542.75449,3227.86291
78,0.528535179,99.9091483,2594.44054,43.2406757,41.766704,5.28974779,380.854637,0.78761326,1610.6843,1437.16723
79,0.540082551,99.9085291,2567.60991,42.7934986,41.33477,1.92048339,380.853646,0.787615407,585.032445,516.378579
80,0.551624657,99.9067014,2600.28532,43.3380887,41.8607964,9.72230781,380.850722,0.787621744,2923.9961,2647.3965
81,0.563378233,99.9043188,2658.08882,44.3014804,42.7913483,12.0492755,380.84691,0.787630004,3679.78028,3353.96897
82,0.575434911,99.9014477,2735.84612,45.5974354,44.0431273,14.4196935,380.842316,0.787639959,4501.12351,4131.20088
83,0.587902078,99.8978515,2842.49706,47.374951,45.7600517,17.961295,380.836562,0.78765243,5763.05253,5346.45959
84,0.600785793,99.8948082,2916.37152,48.6061921,46.9493226,13.6842799,380.831693,0.787662983,4556.44344,4179.20251
85,0.613946903,99.8921653,2968.23271,49.4705452,47.784212,11.5964139,380.827464,0.787672148,3951.72825,3604.54352
86,0.627295497,99.889922,3000.21083,50.0035138,48.2990129,9.46418319,380.823875,0.787679928,3279.26483,2973.46978
87,0.640778696,99.8876927,3030.08942,50.5014904,48.7800147,9.53217585,380.820308,0.78768766,3333.29963,3024.65684
88,0.654395502,99.8854301,3059.96611,50.9994352,49.2609858,9.60087042,380.816688,0.787695507,3387.44299,3076.49238
89,0.668091904,99.8837783,3063.17184,51.052864,49.3125933,6.29936715,380.814045,0.787701236,2249.64303,2020.67701
90,0.681753821,99.8826372,3045.37888,50.7563147,49.0261527,4.04990524,380.812219,0.787705194,1450.08138,1291.56067
91,0.69534566,99.881346,3034.34889,50.5724814,48.8485858,5.12868481,380.810154,0.787709673,1823.22733,1629.67177
92,0.708892434,99.8800377,3024.38501,50.4064168,48.6881819,5.10584263,380.80806,0.787714211,1809.77475,1617.08601
93,0.722430727,99.8783093,3032.22679,50.5371132,48.8144232,7.33121906,380.805295,0.787720206,2584.28809,2327.91166
94,0.736066619,99.8758837,3068.86969,51.1478281,49.4043203,10.7234689,380.801414,0.78772862,3781.26805,3446.21495
95,0.749735063,99.8750723,3037.5539,50.6258983,48.9001818,1.82214035,380.800116,0.787731435,656.1018,579.608086
96,0.763211211,99.8747139,2988.7532,49.8125533,48.1145618,0.604279201,380.799542,0.787732678,215.262606,189.128212
97,0.776482951,99.8741917,2947.80646,49.1301077,47.4553792,1.61740724,380.798707,0.78773449,566.540413,499.283218
98,0.789702486,99.872196,2970.36047,49.5060079,47.8184658,9.39644837,380.795514,0.787741413,3225.3281,2922.8162
99,0.803088305,99.8695836,3018.04187,50.3006978,48.5860667,11.708711,380.791334,0.787750476,4052.96025,3700.52177
100,0.816677713,99.8670719,3058.9272,50.98212,49.2442609,10.7006901,380.787315,0.78775919,3762.08127,3427.75322
101,0.830409734,99.8649648,3080.98174,51.3496957,49.5993068,8.54711792,380.783944,0.787766501,3044.7814,2757.63917
102,0.844213873,99.8631022,3092.01698,51.5336164,49.776958,7.46984013,380.780964,0.787772963,2679.8481,2418.69884
103,0.858027107,99.8616912,3084.20406,51.4034009,49.6511813,5.24441588,380.778706,0.787777859,1891.71858,1693.8262
104,0.871724777,99.8612245,3038.64172,50.6440286,48.9176942,0.718809736,380.777959,0.787779479,259.938539,228.729439
105,0.885182614,99.8610515,2979.57683,49.6596138,47.9668357,-0.159406879,380.777682,0.787780079,-43.6226551,-49.7382231
106,0.898500595,99.8594857,2982.44315,49.7073859,48.0129794,7.21765527,380.775177,0.787785512,2505.62735,2254.22327
107,0.911895924,99.8573266,3010.21799,50.1702999,48.4601137,9.48674655,380.771722,0.787793004,3297.38857,2990.50039
108,0.925459918,99.8546649,3057.88037,50.9646728,49.2274083,11.7998901,380.767464,0.787802241,4133.83301,3778.5665
109,0.939245479,99.8518921,3107.64981,51.7941634,50.0286236,11.9154541,380.763027,0.787811863,4236.37484,3877.67394
110,0.953271531,99.8488404,3166.27944,52.771324,50.9724751,13.154639,380.758145,0.787822454,4742.48875,4361.71007
111,0.967528227,99.846119,3208.26622,53.4711037,51.6484009,11.0529893,380.75379,0.787831899,4058.31204,3713.46012
112,0.981928256,99.8438447,3230.37343,53.8395571,52.0042947,8.9026119,380.750152,0.787839793,3309.83819,3011.6104
113,0.996346883,99.8425058,3214.8581,53.5809683,51.7545206,4.45179416,380.748009,0.78784444,1672.54429,1498.73725
114,1.01062482,99.8419822,3168.31034,52.8051723,51.0051696,1.02433725,380.747172,0.787846257,384.278407,339.859409
115,1.02415389,99.8431958,2871.21915,47.8536525,46.2224353,-8.51882331,380.749113,0.787842045,-2311.59163,-2561.38328
116,1.03626046,99.8444782,2542.53465,42.3755775,40.9310949,-9.39686761,380.751165,0.787837594,-2264.91328,-2501.94989
117,1.04689316,99.8456201,2212.88829,36.8814714,35.6242698,-9.58058821,380.752992,0.787833631,-2028.03611,-2220.13959
118,1.05605167,99.8466112,1883.20862,31.3868103,30.3169086,-9.74033304,380.754578,0.787830191,-1772.84088,-1920.88275
119,1.06373584,99.8474334,1553.49709,25.8916182,25.0090345,-9.87713994,380.755893,0.787827337,-1479.17735,-1606.83125
120,1.06994553,99.8480591,1223.75372,20.3958954,19.7006478,-9.99100389,380.756895,0.787825166,-1135.90511,-1280.35904
121,1.0746806,99.8484602,893.978511,14.8996419,14.3917485,-10.0819182,380.757536,0.787823774,-758.19354,-943.841065
122,1.0779409,99.8486272,564.171459,9.40285765,9.0823366,-10.1498763,380.757803,0.787823194,-389.014746,-599.653649
123,1.07972629,99.8485892,234.33257,3.90554284,3.77241217,-10.1948715,380.757743,0.787823326,-109.263051,-250.174495
124,1.08026182,99.8484225,10.3969077,0.173281795,0.167375031,-7.3060801,380.757476,0.787823905,-1.81879928,-7.95457968
125,1.08026381,99.8482371,0.276225528,0.00460375881,0.00444682762,0.000462474939,380.757179,0.787824548,0.000143275943,1.33776748e-05
126,1.08026505,99.8480516,0.276517851,0.00460863086,0.00445153359,3.28719203e-05,380.756883,0.787825192,1.0194584e-05,9.51868306e-07
127,1.08026628,99.8478662,0.27640729,0.00460678817,0.00444975372,3.28461927e-05,380.756586,0.787825835,1.01825321e-05,9.50743025e-07
128,1.08026752,99.8476807,0.276296762,0.00460494603,0.00444797438,3.28330472e-05,380.756289,0.787826479,1.01743868e-05,9.49982498e-07
129,1.08026876,99.8474953,0.276186278,0.00460310463,0.00444619574,3.28199073e-05,380.755992,0.787827123,1.01662482e-05,9.4922259e-07
130,1.08026999,99.8473098,0.276075838,0.00460126396,0.00444441782,3.28067727e-05,380.755696,0.787827766,1.0158116e-05,9.4846329e-07
131,1.08027123,99.8471244,0.275965442,0.00459942403,0.0044426406,3.27936434e-05,380.755399,0.78782841,1.01499903e-05,9.47704598e-07
132,1.08027246,99.8469389,0.27585509,0.00459758483,0.0044408641,3.27805193e-05,380.755102,0.787829054,1.01418712e-05,9.46946512e-07
133,1.08027369,99.8467534,0.275744782,0.00459574637,0.00443908831,3.27674005e-05,380.754805,0.787829697,1.01337585e-05,9.46189033e-07
134,1.08027493,99.846568,0.275634519,0.00459390864,0.00443731323,3.27542869e-05,380.754509,0.787830341,1.01256524e-05,9.4543216e-07
135,1.08027616,99.8463825,0.275524299,0.00459207165,0.00443553885,3.27411786e-05,380.754212,0.787830985,1.01175527e-05,9.44675893e-07
136,1.08027739,99.8461971,0.275414124,0.00459023539,0.00443376519,3.27280755e-05,380.753915,0.787831628,1.01094595e-05,9.4392023e-07
137,1.08027862,99.8460116,0.275303992,0.00458839987,0.00443199224,3.27149777e-05,380.753619,0.787832272,1.01013727e-05,9.43165173e-07
138,1.08027985,99.8458261,0.275193905,0.00458656508,0.00443021999,3.27018851e-05,380.753322,0.787832916,1.00932925e-05,9.42410719e-07
139,1.08028108,99.8456407,0.275083862,0.00458473103,0.00442844846,3.26887978e-05,380.753025,0.787833559,1.00852187e-05,9.41656869e-07
140,1.08028231,99.8454552,0.274973862,0.00458289771,0.00442667763,3.26757157e-05,380.752728,0.787834203,1.00771514e-05,9.40903622e-07
141,1.08028354,99.8452698,0.274863907,0.00458106512,0.00442490751,3.26626388e-05,380.752432,0.787834847,1.00690905e-05,9.40150978e-07
142,1.08028477,99.8450843,0.274753996,0.00457923326,0.0044231381,3.26495672e-05,380.752135,0.78783549,1.00610361e-05,9.39398936e-07
143,1.080286,99.8448988,0.274644128,0.00457740214,0.00442136939,3.26365008e-05,380.751838,0.787836134,1.00529881e-05,9.38647496e-07
144,1.08028723,99.8447134,0.274534305,0.00457557175,0.0044196014,3.26234397e-05,380.751541,0.787836778,1.00449465e-05,9.37896657e-07
145,1.08028845,99.8445279,0.274424526,0.00457374209,0.00441783411,3.26103838e-05,380.751245,0.787837421,1.00369114e-05,9.37146418e-07
146,1.08028968,99.8443425,0.27431479,0.00457191317,0.00441606752,3.25973331e-05,380.750948,0.787838065,1.00288827e-05,9.3639678e-07
147,1.08029091,99.844157,0.274205098,0.00457008497,0.00441430165,3.25842876e-05,380.750651,0.787838709,1.00208605e-05,9.35647742e-07
148,1.08029213,99.8439715,0.27409545,0.0045682575,0.00441253647,3.25712474e-05,380.750354,0.787839353,1.00128446e-05,9.34899303e-07
149,1.08029336,99.8437861,0.273985846,0.00456643077,0.00441077201,3.25582124e-05,380.750058,0.787839996,1.00048352e-05,9.34151463e-07
150,1.08029458,99.8436006,0.273876286,0.00456460477,0.00440900825,3.25451826e-05,380.749761,0.78784064,9.99683218e-06,9.33404221e-07
151,1.08029581,99.8434151,0.27376677,0.00456277949,0.0044072452,3.2532158e-05,380.749464,0.787841284,9.98883556e-06,9.32657577e-07
152,1.08029703,99.8432297,0.273657297,0.00456095495,0.00440548285,3.25191387e-05,380.749167,0.787841927,9.98084535e-06,9.3191153e-07
153,1.08029826,99.8430442,0.273547868,0.00455913114,0.0044037212,3.25061245e-05,380.748871,0.787842571,9.97286152e-06,9.3116608e-07
154,1.08029948,99.8428588,0.273438483,0.00455730805,0.00440196026,3.24931156e-05,380.748574,0.787843215,9.96488408e-06,9.30421227e-07
155,1.0803007,99.8426733,0.273329142,0.0045554857,0.00440020003,3.24801119e-05,380.748277,0.787843859,9.95691303e-06,9.29676969e-07
156,1.08030192,99.8424878,0.273219844,0.00455366407,0.0043984405,3.24671134e-05,380.747981,0.787844502,9.94894835e-06,9.28933307e-07
157,1.08030314,99.8423024,0.27311059,0.00455184317,0.00439668167,3.24541201e-05,380.747684,0.787845146,9.94099004e-06,9.2819024e-07
158,1.08030437,99.8421169,0.27300138,0.004550023,0.00439492354,3.2441132e-05,380.747387,0.78784579,9.9330381e-06,9.27447768e-07
159,1.08030559,99.8419314,0.272892214,0.00454820356,0.00439316612,3.24281491e-05,380.74709,0.787846434,9.92509253e-06,9.26705889e-07
160,1.08030681,99.841746,0.272783091,0.00454638484,0.0043914094,3.24151714e-05,380.746794,0.787847077,9.91715331e-06,9.25964604e-07
161,1.08030803,99.8415605,0.272674011,0.00454456686,0.00438965338,3.24021989e-05,380.746497,0.787847721,9.90922044e-06,9.25223913e-07
162,1.08030925,99.8413751,0.272564976,0.0045427496,0.00438789807,3.23892316e-05,380.7462,0.787848365,9.90129392e-06,9.24483813e-07
163,1.08090445,99.8406181,293.514704,4.89191174,4.72515811,39.1054253,380.744989,0.787850992,1958.15046,1201.97517
164,1.08295434,99.8387116,623.279465,10.3879911,10.0338892,39.2603696,380.741939,0.78785761,3527.67454,2562.51148
165,1.08647873,99.835943,952.975141,15.882919,15.3415081,39.4890648,380.737509,0.78786722,4807.54605,3940.82399
166,1.09147729,99.8324037,1282.59925,21.3766541,20.6479748,39.7941933,380.731846,0.787879507,6048.61456,5344.89655
167,1.09794972,99.8280678,1612.15185,26.8691976,25.9532906,40.1757056,380.724908,0.78789456,7389.61789,6782.62925
168,1.10589568,99.8228775,1941.63304,32.3605507,31.2574565,40.6335519,380.716604,0.78791258,8814.47085,8261.9119
169,1.11515134,99.8181394,2190.52708,36.5087846,35.264287,31.0793379,380.709023,0.787929032,7580.91925,7129.33467
170,1.12542807,99.8134758,2403.2294,40.0538233,38.6884838,28.1374432,380.701561,0.787945227,7525.8774,7081.22637
171,1.13653447,99.8094442,2559.13175,42.6521959,41.198284,21.8005101,380.695111,0.787959228,6262.32261,5842.35469
172,1.14814963,99.8068773,2628.31646,43.8052744,42.3120568,11.989504,380.691004,0.787968143,3621.10104,3299.95099
173,1.15979686,99.8066191,2570.61783,42.8436305,41.3831931,-0.749185516,380.690591,0.787969039,-177.276885,-201.676598
174,1.17115624,99.8064991,2510.22873,41.8371456,40.4110168,-0.454854179,380.690398,0.787969456,-105.280937,-119.567763
175,1.18228693,99.8062075,2469.0264,41.15044,39.7477194,0.623933552,380.689932,0.787970469,182.779612,161.321664
176,1.19336587,99.8046747,2491.72391,41.5287319,40.1131162,8.40496778,380.68748,0.787975792,2427.35619,2193.13109
177,1.20455718,99.8031513,2512.71858,41.878643,40.4510997,7.34017356,380.685042,0.787981084,2145.83727,1931.42922
178,1.21583823,99.8016299,2532.67862,42.2113104,40.7724272,7.37880674,380.682608,0.787986368,2175.01152,1957.01808
179,1.22724486,99.7997295,2570.5271,42.8421183,41.3817324,9.66354243,380.679567,0.787992969,2872.77352,2601.28036
180,1.23901068,99.7959318,2699.88258,44.998043,43.4641668,20.9766253,380.673491,0.788006161,6362.2804,5930.74313
181,1.2510116,99.7954984,2650.54439,44.1757398,42.6698939,-0.701224255,380.672797,0.788007666,-170.836942,-194.634861
182,1.26234127,99.7962645,2409.08136,40.151356,38.7826918,-6.80993614,380.674023,0.788005005,-1547.74274,-1717.99986
183,1.27280041,99.7964945,2273.72617,37.8954362,36.6036709,-2.91542266,380.674391,0.788004206,-623.253333,-694.173936
184,1.28227016,99.7974785,1953.22044,32.5536739,31.4439966,-9.69808315,380.675966,0.788000788,-1828.34311,-1983.65335
185,1.29059354,99.7978157,1776.04814,29.6008023,28.5917814,-4.48323134,380.676505,0.787999617,-773.393707,-833.82421
186,1.29840018,99.7976935,1720.56303,28.6760506,27.6985522,-0.512256518,380.67631,0.788000041,-86.2370913,-92.2968116
187,1.30624052,99.7959896,1796.81542,29.9469237,28.9261043,13.8798089,380.673583,0.78800596,2824.65972,2611.65358
188,1.31440377,99.7945305,1850.87727,30.8479545,29.7964212,9.53464923,380.671249,0.788011028,2001.62654,1848.03827
189,1.32295571,99.7918652,1981.32431,33.0220718,31.8964279,19.6831002,380.666984,0.788020287,4396.96764,4083.92436
190,1.33227366,99.7876716,2192.65004,36.5441673,35.2984636,28.8710613,380.660275,0.788034856,7060.37384,6629.19338
191,1.34258792,99.7827153,2421.17214,40.3528691,38.9773358,30.3814117,380.652344,0.788052077,8168.08559,7703.04147
192,1.35401899,99.7763169,2695.41438,44.9235729,43.3922352,36.4416854,380.642107,0.788074309,10813.5556,10286.1443
193,1.36676902,99.7682681,3009.75998,50.1626664,48.4527405,41.2877649,380.629229,0.78810228,13603.0989,13013.1326
194,1.38090082,99.7595976,3308.92357,55.1487262,53.2688373,39.7766697,380.615356,0.788132416,14391.46,13783.0005
195,1.39630837,99.7507406,3579.42285,59.6570476,57.6234807,37.1691192,380.601185,0.788163204,14546.9258,13932.3345
196,1.41263249,99.7450684,3707.23093,61.7871822,59.6810042,20.0307115,380.592109,0.788182924,8257.18881,7776.32912
197,1.42961092,99.7374132,3894.41059,64.9068432,62.6943234,30.3832107,380.579861,0.788209541,12977.9861,12390.9334
198,1.44733075,99.7310211,4023.26516,67.0544193,64.7686936,22.0210918,380.569634,0.788231769,9788.38104,9277.82381
199,1.46565615,99.7235835,4176.44431,69.6074052,67.2346544,26.8397971,380.557734,0.788257636,12287.3362,11738.5523
200,1.48465225,99.7161428,4317.5338,71.9588966,69.5059891,25.0931344,380.545828,0.788283517,11875.5312,11345.386
201,1.50430235,99.7078704,4472.8187,74.5469784,72.0058492,27.757604,380.532593,0.788312294,13556.3833,13001.453
202,1.5245408,99.7011058,4571.6906,76.1948433,73.5975424,20.4605516,380.521769,0.78833583,10290.9128,9795.41378
203,1.545167,99.6947403,4652.24684,77.5374473,74.8943802,19.6332782,380.511584,0.78835798,10066.3422,9564.98268
204,1.56613136,99.6885288,4722.92955,78.7154926,76.0322687,18.7824837,380.501646,0.788379595,9794.16599,9289.51641
205,1.58729154,99.6843042,4733.5046,78.8917434,76.2025115,11.1645593,380.494887,0.788394298,5939.36497,5534.17648
206,1.60842615,99.6810584,4716.72999,78.6121665,75.9324648,8.90186461,380.489693,0.788405595,4743.57841,4396.9408
207,1.62949062,99.677651,4705.31188,78.4218646,75.7486498,9.95684999,380.484242,0.788417455,5277.56375,4906.12938
208,1.65049329,99.6745143,4686.98872,78.1164787,75.4536738,8.79675269,380.479223,0.788428374,4655.46293,4317.6249
209,1.67144125,99.670859,4683.99301,78.0665502,75.4054473,10.979909,380.473374,0.788441099,5776.08717,5385.71786
210,1.69238721,99.6670989,4683.99521,78.0665869,75.4054827,10.9825193,380.467358,0.788454189,5777.42698,5387.00076
211,1.71333319,99.6633386,4684.00096,78.0666827,75.4055753,10.9825421,380.461342,0.78846728,5777.44649,5387.01853
212,1.7342792,99.6595782,4684.00672,78.0667786,75.4056679,10.9825617,380.455325,0.788480373,5777.46442,5387.03479
213,1.75525814,99.6552152,4700.82603,78.3471004,75.6764342,13.2322398,380.448344,0.788495565,6950.4498,6513.82611
214,1.77632366,99.6507075,4720.63389,78.6772315,75.9953119,13.3034996,380.441132,0.788511263,7018.7334,6576.50021
215,1.7975269,99.6452583,4765.57031,79.4261718,76.7187226,16.7394081,380.432413,0.78853024,8847.77235,8353.79082
216,1.81896462,99.6392338,4823.43335,80.3905559,77.6502331,18.0518581,380.422774,0.788551223,9642.65463,9118.15167
217,1.84066697,99.6330058,4882.84698,81.380783,78.6067057,18.2643935,380.412809,0.788572917,9886.5092,9339.14219
218,1.86260253,99.6272427,4925.59094,82.0931824,79.2948211,16.2307163,380.403588,0.788592994,8914.67998,8371.91183
219,1.88473367,99.6211841,4973.53254,82.8922091,80.0666109,17.494504,380.393895,0.788614102,9679.43283,9111.61197
220,1.9071012,99.6146299,5031.32422,83.8554036,80.9969724,18.800177,380.383408,0.78863694,10509.0118,9905.41923
221,1.9297009,99.6084947,5074.1186,84.5686434,81.6858995,16.7753605,380.373592,0.788658319,9508.49369,8913.76324
222,1.95249603,99.6020586,5121.98735,85.3664558,82.4565164,18.0419506,380.363294,0.78868075,10299.0565,9677.21986
223,1.9755432,99.5947878,5187.94042,86.4656737,83.5182646,20.4738549,380.35166,0.788706093,11796.4094,11123.0329
224,1.9989451,99.586236,5281.74651,88.0291085,85.0284056,24.100277,380.337978,0.788735905,14045.9372,13329.9403
225,2.02276888,99.5775304,5372.22632,89.5371053,86.4849984,23.3693072,380.324049,0.788766258,13880.4967,13147.0633
226,2.04692812,99.5699461,5428.40281,90.4733801,87.3893578,19.2354395,380.311914,0.788792705,11642.2508,10934.5974
227,2.07128203,99.5631616,5461.50719,91.0251198,87.92229,17.175502,380.301059,0.788816366,10507.6524,9823.14525
228,2.09573985,99.5571032,5474.87316,91.2478859,88.1374626,15.0411078,380.291365,0.788837497,9289.28181,8623.47887
229,2.12021327,99.5518345,5468.47564,91.1412606,88.0344719,12.8245456,380.282935,0.788855875,7969.83371,7344.07133
230,2.14461381,99.5474147,5442.27274,90.7045457,87.6126436,10.5251904,380.275864,0.788871294,6559.84572,5998.44776
