0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,4.828032
21,9.4951296
22,13.8403584
23,18.507456
24,23.0136192
25,27.1979136
26,27.8416512
27,29.1291264
28,33.3134208
29,34.9227648
30,36.0493056
31,36.21024
32,35.5665024
33,34.600896
34,33.6352896
35,32.8306176
36,31.8650112
37,27.358848
38,23.9792256
39,23.9792256
40,24.4620288
41,24.944832
42,25.749504
43,27.5197824
44,30.7384704
45,33.9571584
46,36.5321088
47,36.8539776
48,36.5321088
49,36.3711744
50,34.2790272
51,30.577536
52,27.5197824
53,25.4276352
54,25.4276352
55,28.4853888
56,31.8650112
57,34.7618304
58,37.3367808
59,38.9461248
60,39.5898624
61,40.0726656
62,40.2336
63,39.5898624
64,39.428928
65,39.7507968
66,39.9117312
67,39.7507968
68,39.5898624
69,39.5898624
70,40.3945344
71,41.1992064
72,41.3601408
73,40.8773376
74,40.0726656
75,40.2336
76,40.8773376
77,41.842944
78,41.842944
79,41.3601408
80,42.0038784
81,42.9694848
82,44.25696
83,46.0272384
84,47.1537792
85,47.9584512
86,48.4412544
87,48.9240576
88,49.4068608
89,49.4068608
90,49.084992
91,48.9240576
92,48.7631232
93,48.9240576
94,49.5677952
95,48.9240576
96,48.1193856
97,47.475648
98,47.9584512
99,48.7631232
100,49.4068608
101,49.7287296
102,49.889664
103,49.7287296
104,48.9240576
105,47.9584512
106,48.1193856
107,48.6021888
108,49.4068608
109,50.2115328
110,51.1771392
111,51.8208768
112,52.1427456
113,51.8208768
114,51.0162048
115,46.0272384
116,40.7164032
117,35.405568
118,30.0947328
119,24.7838976
120,19.4730624
121,14.1622272
122,8.851392
123,3.5405568
124,0
125,0
126,0
127,0
128,0
129,0
130,0
131,0
132,0
133,0
134,0
135,0
136,0
137,0
138,0
139,0
140,0
141,0
142,0
143,0
144,0
145,0
146,0
147,0
148,0
149,0
150,0
151,0
152,0
153,0
154,0
155,0
156,0
157,0
158,0
159,0
160,0
161,0
162,0
163,5.3108352
164,10.6216704
165,15.9325056
166,21.2433408
167,26.554176
168,31.8650112
169,35.7274368
170,39.1070592
171,41.5210752
172,42.4866816
173,41.3601408
174,40.3945344
175,39.7507968
176,40.2336
177,40.5554688
178,40.8773376
179,41.5210752
180,43.7741568
181,42.647616
182,38.624256
183,36.5321088
184,31.2212736
185,28.4853888
186,27.6807168
187,29.1291264
188,29.9337984
189,32.18688
190,35.7274368
191,39.428928
192,43.9350912
193,49.084992
194,53.913024
195,58.2582528
196,60.0285312
197,63.2472192
198,65.178432
199,67.7533824
200,70.006464
201,72.5814144
202,74.029824
203,75.3172992
204,76.44384
205,76.44384
206,76.1219712
207,75.9610368
208,75.639168
209,75.639168
210,75.639168
211,75.639168
212,75.639168
213,75.9610368
214,76.2829056
215,77.0875776
216,78.053184
217,79.0187904
218,79.662528
219,80.4672
220,81.4328064
221,82.076544
222,82.881216
223,84.0077568
224,85.6171008
225,87.0655104
226,87.8701824
227,88.3529856
228,88.51392
229,88.3529856
230,87.8701824
231,87.8701824
232,88.1920512
233,88.6748544
234,89.318592
235,89.6404608
236,90.2841984
237,90.6060672
238,91.0888704
239,91.2498048
240,91.2498048
241,90.927936
242,90.927936
243,90.927936
244,90.927936
245,90.927936
246,90.927936
247,90.7670016
248,90.2841984
249,89.8013952
250,88.6748544
251,87.8701824
252,87.2264448
253,86.904576
254,86.4217728
255,86.2608384
256,86.7436416
257,86.904576
258,87.0655104
259,87.0655104
260,86.5827072
261,85.9389696
262,85.295232
263,84.6514944
264,83.8468224
265,84.3296256
266,83.685888
267,83.5249536
268,83.2030848
269,82.881216
270,83.0421504
271,83.3640192
272,83.8468224
273,84.49056
274,85.295232
275,86.099904
276,86.904576
277,88.3529856
278,89.1576576
279,89.4795264
280,90.123264
281,90.123264
282,89.8013952
283,88.8357888
284,87.709248
285,86.2608384
286,84.49056
287,82.881216
288,82.881216
289,82.881216
290,82.2374784
291,80.6281344
292,80.4672
293,80.6281344
294,80.4672
295,79.8234624
296,79.662528
297,79.662528
298,79.662528
299,79.0187904
300,78.2141184
301,77.4094464
302,75.9610368
303,74.1907584
304,72.42048
