Speed : Torque,-255.6,-246.7865,-237.973,-229.15951,-220.34601,-211.53251,-202.71901,-193.90551,-185.09202,-176.27852,-167.46502,-158.65152,-149.83803,-141.02453,-132.21103,-123.39753,-114.58403,-105.77054,-96.95704,-88.14354,-79.33004,-70.51654,-61.70305,-52.88955,-44.07605,-35.26255,-26.44906,-17.63556,-8.82206,-0.00856,0,0.00856,8.82206,17.63556,26.44906,35.26255,44.07605,52.88955,61.70305,70.51654,79.33004,88.14354,96.95704,105.77054,114.58403,123.39753,132.21103,141.02453,149.83803,158.65152,167.46502,176.27852,185.09202,193.90551,202.71901,211.53251,220.34601,229.15951,237.973,246.7865,255.6
-8421.411022,93.574,93.695,93.822,93.961,94.119,94.299,94.508,94.748,95.022,95.333,95.679,96.059,96.468,96.898,97.34,97.777,98.19,98.555,98.842,99.014,99.035,98.871,98.494,97.885,97.039,95.983,94.733,93.321,91.776,90.157,90.157,90.157,91.776,93.321,94.733,95.983,97.039,97.885,98.494,98.871,99.035,99.014,98.842,98.555,98.19,97.777,97.34,96.898,96.468,96.059,95.679,95.333,95.022,94.748,94.508,94.299,94.119,93.961,93.822,93.695,93.574
-8205.221059,94.368,94.418,94.48,94.557,94.654,94.776,94.924,95.103,95.312,95.553,95.823,96.121,96.441,96.776,97.115,97.446,97.753,98.016,98.211,98.311,98.288,98.112,97.761,97.21,96.428,95.397,94.118,92.635,90.968,89.173,89.173,89.173,90.968,92.635,94.118,95.397,96.428,97.21,97.761,98.112,98.288,98.311,98.211,98.016,97.753,97.446,97.115,96.776,96.441,96.121,95.823,95.553,95.312,95.103,94.924,94.776,94.654,94.557,94.48,94.418,94.368
-7989.031096,95.156,95.13,95.122,95.132,95.166,95.226,95.312,95.427,95.572,95.744,95.943,96.164,96.403,96.653,96.904,97.146,97.365,97.547,97.676,97.73,97.687,97.52,97.214,96.733,96.023,95.022,93.707,92.114,90.277,88.262,88.262,88.262,90.277,92.114,93.707,95.022,96.023,96.733,97.214,97.52,97.687,97.73,97.676,97.547,97.365,97.146,96.904,96.653,96.403,96.164,95.943,95.744,95.572,95.427,95.312,95.226,95.166,95.132,95.122,95.13,95.156
-7772.841133,95.931,95.827,95.744,95.686,95.654,95.65,95.674,95.726,95.807,95.913,96.044,96.195,96.362,96.537,96.712,96.879,97.027,97.144,97.22,97.245,97.2,97.067,96.823,96.424,95.787,94.822,93.482,91.772,89.748,87.509,87.509,87.509,89.748,91.772,93.482,94.822,95.787,96.424,96.823,97.067,97.2,97.245,97.22,97.144,97.027,96.879,96.712,96.537,96.362,96.195,96.044,95.913,95.807,95.726,95.674,95.65,95.654,95.686,95.744,95.827,95.931
-7556.651074,96.687,96.501,96.343,96.215,96.116,96.048,96.01,96.001,96.02,96.064,96.132,96.219,96.321,96.431,96.543,96.649,96.74,96.807,96.844,96.85,96.818,96.733,96.565,96.255,95.706,94.804,93.463,91.638,89.437,87.01,87.01,87.01,89.437,91.638,93.463,94.804,95.706,96.255,96.565,96.733,96.818,96.85,96.844,96.807,96.74,96.649,96.543,96.431,96.321,96.219,96.132,96.064,96.02,96.001,96.01,96.048,96.116,96.215,96.343,96.501,96.687
-7340.461111,97.417,97.148,96.915,96.715,96.55,96.419,96.32,96.252,96.213,96.2,96.21,96.24,96.284,96.339,96.399,96.456,96.505,96.539,96.554,96.55,96.535,96.501,96.411,96.198,95.758,94.964,93.668,91.751,89.404,86.841,86.841,86.841,89.404,91.751,93.668,94.964,95.758,96.198,96.411,96.501,96.535,96.55,96.554,96.539,96.505,96.456,96.399,96.339,96.284,96.24,96.21,96.2,96.213,96.252,96.32,96.419,96.55,96.715,96.915,97.148,97.417
-7124.271148,98.113,97.762,97.452,97.184,96.954,96.761,96.604,96.48,96.387,96.32,96.278,96.257,96.253,96.261,96.278,96.298,96.318,96.334,96.344,96.349,96.353,96.363,96.34,96.216,95.899,95.258,94.071,92.076,89.596,86.928,86.928,86.928,89.596,92.076,94.071,95.258,95.899,96.216,96.34,96.363,96.353,96.349,96.344,96.334,96.318,96.298,96.278,96.261,96.253,96.257,96.278,96.32,96.387,96.48,96.604,96.761,96.954,97.184,97.452,97.762,98.113
-6908.081185,98.767,98.334,97.951,97.615,97.323,97.073,96.861,96.685,96.541,96.427,96.338,96.272,96.225,96.195,96.177,96.169,96.169,96.176,96.191,96.216,96.252,96.303,96.332,96.279,96.065,95.589,94.579,92.494,89.876,87.128,87.128,87.128,89.876,92.494,94.579,95.589,96.065,96.279,96.332,96.303,96.252,96.216,96.191,96.176,96.169,96.169,96.177,96.195,96.225,96.272,96.338,96.427,96.541,96.685,96.861,97.073,97.323,97.615,97.951,98.334,98.767
-6691.891221,99.37,98.859,98.404,98.004,97.654,97.35,97.088,96.864,96.676,96.518,96.389,96.284,96.201,96.137,96.091,96.06,96.045,96.046,96.066,96.109,96.175,96.266,96.34,96.337,96.176,95.736,94.762,92.813,90.144,87.381,87.381,87.381,90.144,92.813,94.762,95.736,96.176,96.337,96.34,96.266,96.175,96.109,96.066,96.046,96.045,96.06,96.091,96.137,96.201,96.284,96.389,96.518,96.676,96.864,97.088,97.35,97.654,98.004,98.404,98.859,99.37
-6475.701258,99.913,99.326,98.805,98.345,97.941,97.589,97.282,97.017,96.789,96.594,96.428,96.29,96.176,96.084,96.014,95.965,95.937,95.932,95.952,96.004,96.096,96.223,96.337,96.369,96.229,95.767,94.719,92.83,90.298,87.599,87.599,87.599,90.298,92.83,94.719,95.767,96.229,96.369,96.337,96.223,96.096,96.004,95.952,95.932,95.937,95.965,96.014,96.084,96.176,96.29,96.428,96.594,96.789,97.017,97.282,97.589,97.941,98.345,98.805,99.326,99.913
-6259.5112,99.9,99.728,99.146,98.632,98.181,97.786,97.44,97.139,96.878,96.651,96.456,96.289,96.149,96.034,95.944,95.878,95.838,95.826,95.845,95.902,96.011,96.169,96.321,96.394,96.29,95.867,94.861,93.02,90.5,87.797,87.797,87.797,90.5,93.02,94.861,95.867,96.29,96.394,96.321,96.169,96.011,95.902,95.845,95.826,95.838,95.878,95.944,96.034,96.149,96.289,96.456,96.651,96.878,97.139,97.44,97.786,98.181,98.632,99.146,99.728,99.9
-6043.321237,99.9,99.9,99.419,98.859,98.367,97.937,97.56,97.23,96.942,96.689,96.47,96.28,96.118,95.983,95.876,95.797,95.747,95.73,95.75,95.813,95.927,96.108,96.299,96.423,96.383,96.042,95.152,93.35,90.709,87.904,87.904,87.904,90.709,93.35,95.152,96.042,96.383,96.423,96.299,96.108,95.927,95.813,95.75,95.73,95.747,95.797,95.876,95.983,96.118,96.28,96.47,96.689,96.942,97.23,97.56,97.937,98.367,98.859,99.419,99.9,99.9
-5827.131273,99.9,99.9,99.616,99.018,98.495,98.038,97.637,97.286,96.978,96.707,96.469,96.261,96.082,95.932,95.811,95.721,95.664,95.645,95.669,95.741,95.868,96.055,96.268,96.439,96.465,96.215,95.451,93.7,90.868,87.887,87.887,87.887,90.868,93.7,95.451,96.215,96.465,96.439,96.268,96.055,95.868,95.741,95.669,95.645,95.664,95.721,95.811,95.932,96.082,96.261,96.469,96.707,96.978,97.286,97.637,98.038,98.495,99.018,99.616,99.9,99.9
-5610.94131,99.9,99.9,99.729,99.103,98.558,98.084,97.669,97.305,96.986,96.703,96.453,96.233,96.042,95.879,95.748,95.65,95.588,95.567,95.592,95.672,95.811,96.005,96.227,96.414,96.455,96.191,95.398,93.69,90.89,87.84,87.84,87.84,90.89,93.69,95.398,96.191,96.455,96.414,96.227,96.005,95.811,95.672,95.592,95.567,95.588,95.65,95.748,95.879,96.042,96.233,96.453,96.703,96.986,97.305,97.669,98.084,98.558,99.103,99.729,99.9,99.9
-5394.751347,99.9,99.9,99.749,99.107,98.552,98.07,97.651,97.284,96.962,96.677,96.422,96.196,95.998,95.827,95.689,95.585,95.518,95.494,95.518,95.597,95.741,95.943,96.177,96.367,96.409,96.133,95.297,93.599,90.929,87.921,87.921,87.921,90.929,93.599,95.297,96.133,96.409,96.367,96.177,95.943,95.741,95.597,95.518,95.494,95.518,95.585,95.689,95.827,95.998,96.196,96.422,96.677,96.962,97.284,97.651,98.07,98.552,99.107,99.749,99.9,99.9
-5178.561384,99.9,99.9,99.669,99.024,98.469,97.992,97.58,97.221,96.906,96.627,96.376,96.152,95.951,95.777,95.635,95.529,95.46,95.433,95.453,95.528,95.675,95.884,96.128,96.327,96.394,96.159,95.381,93.784,91.272,88.407,88.407,88.407,91.272,93.784,95.381,96.159,96.394,96.327,96.128,95.884,95.675,95.528,95.453,95.433,95.46,95.529,95.635,95.777,95.951,96.152,96.376,96.627,96.906,97.221,97.58,97.992,98.469,99.024,99.669,99.9,99.9
-4962.371421,99.9,99.9,99.481,98.846,98.305,97.845,97.451,97.111,96.815,96.552,96.316,96.101,95.906,95.733,95.591,95.486,95.418,95.392,95.412,95.485,95.631,95.853,96.105,96.32,96.418,96.257,95.606,94.192,91.878,89.343,89.343,89.343,91.878,94.192,95.606,96.257,96.418,96.32,96.105,95.853,95.631,95.485,95.412,95.392,95.418,95.486,95.591,95.733,95.906,96.101,96.316,96.552,96.815,97.111,97.451,97.845,98.305,98.846,99.481,99.9,99.9
-4746.181362,99.9,99.904,99.178,98.567,98.054,97.624,97.261,96.952,96.686,96.451,96.239,96.044,95.864,95.699,95.562,95.46,95.397,95.377,95.403,95.482,95.63,95.85,96.106,96.337,96.459,96.359,95.846,94.673,92.6,90.479,90.479,90.479,92.6,94.673,95.846,96.359,96.459,96.337,96.106,95.85,95.63,95.482,95.403,95.377,95.397,95.46,95.562,95.699,95.864,96.044,96.239,96.451,96.686,96.952,97.261,97.624,98.054,98.567,99.178,99.904,99.9
